iter	Accuracy	Logloss
488	0.8355828221	0.3558636579
489	0.8355828221	0.3557093942
490	0.8355828221	0.3556214186
491	0.8357361963	0.3555486735
492	0.8354294479	0.3554596633
493	0.8354294479	0.3553816244
494	0.8354294479	0.3553104209
495	0.8354294479	0.3552471467
496	0.8355828221	0.3551283796
497	0.8357361963	0.3550171471
498	0.8358895706	0.3549606001
499	0.8360429448	0.3548155359
500	0.836196319	0.354731249
501	0.836196319	0.3546591829
502	0.8365030675	0.354548236
503	0.8365030675	0.3544896709
504	0.836196319	0.3543972012
505	0.836196319	0.3542984839
506	0.8369631902	0.3541107277
507	0.836809816	0.3540524588
508	0.836809816	0.3539409796
509	0.8365030675	0.353852666
510	0.8363496933	0.3536509187
511	0.8365030675	0.3535499552
512	0.836196319	0.3534164165
513	0.8365030675	0.3533441547
514	0.8365030675	0.3532433377
515	0.8365030675	0.3531925424
516	0.836196319	0.35309304
517	0.8363496933	0.3530263955
518	0.8363496933	0.3529473916
519	0.8365030675	0.3528621192
520	0.8360429448	0.3527511606
521	0.8358895706	0.3526848605
522	0.8358895706	0.3526125782
523	0.836196319	0.3525322443
524	0.8365030675	0.3524026704
525	0.8369631902	0.3522707746
526	0.8374233129	0.3520434496
527	0.8372699387	0.3519500084
528	0.8369631902	0.3518691537
529	0.8369631902	0.3517311189
530	0.8374233129	0.3516631468
531	0.8374233129	0.3514881811
532	0.8374233129	0.3513558116
533	0.8378834356	0.3511703887
534	0.8378834356	0.3510978765
535	0.8377300613	0.3509958061
536	0.8378834356	0.350949767
537	0.8377300613	0.3508831502
538	0.8372699387	0.3507836437
539	0.8374233129	0.3507055659
540	0.8377300613	0.3505512851
541	0.8378834356	0.3504942282
542	0.8378834356	0.3504205891
543	0.8380368098	0.3503552767
544	0.838190184	0.3502669692
545	0.8380368098	0.3501546151
546	0.8378834356	0.3500939705
547	0.8378834356	0.3500155225
548	0.8378834356	0.3498637811
549	0.8378834356	0.3497749952
550	0.8380368098	0.3496649352
551	0.838190184	0.3495493509
552	0.838190184	0.3494869721
553	0.8380368098	0.349335283
554	0.8380368098	0.349281633
555	0.8383435583	0.3491940672
556	0.8383435583	0.3491313452
557	0.8384969325	0.3490757797
558	0.8383435583	0.3489630691
559	0.8384969325	0.3488870906
560	0.8386503067	0.3487550036
561	0.8384969325	0.3486559597
562	0.838803681	0.3485415921
563	0.8389570552	0.34844736
564	0.8389570552	0.3483265969
565	0.8389570552	0.3482693957
566	0.8391104294	0.3481814636
567	0.8391104294	0.3481187652
568	0.8392638037	0.3480509717
569	0.8391104294	0.3479468287
570	0.8389570552	0.347892994
571	0.8391104294	0.3478126578
572	0.8389570552	0.3477041506
573	0.8389570552	0.3476106268
574	0.838803681	0.3474754282
575	0.838803681	0.3473461326
576	0.838803681	0.3472226176
577	0.838803681	0.3471422041
578	0.838803681	0.3470877332
579	0.8389570552	0.3469901979
580	0.8389570552	0.3469366954
581	0.8389570552	0.3468506894
582	0.8391104294	0.346775492
583	0.8392638037	0.3467164466
584	0.8394171779	0.346631355
585	0.8392638037	0.346520472
586	0.8394171779	0.3464254838
587	0.8395705521	0.3463282707
588	0.8397239264	0.3462644718
589	0.8397239264	0.3461681949
590	0.8397239264	0.3460588955
591	0.8397239264	0.3459559148
592	0.8397239264	0.3459140334
593	0.8397239264	0.3458497236
594	0.8398773006	0.3457262597
595	0.8400306748	0.3456537354
596	0.8400306748	0.3455453686
597	0.8397239264	0.3454416273
598	0.8397239264	0.3453244962
599	0.8403374233	0.3452135391
600	0.840797546	0.3451245922
601	0.8404907975	0.3450006829
602	0.8406441718	0.344915414
603	0.8406441718	0.344811067
604	0.8406441718	0.3447129255
605	0.8406441718	0.3446286738
606	0.8406441718	0.3445531556
607	0.8406441718	0.3444610325
608	0.8403374233	0.3443879142
609	0.840797546	0.3442995906
610	0.8411042945	0.3442139375
611	0.8411042945	0.3441631772
612	0.8411042945	0.344094145
613	0.8411042945	0.343970528
614	0.8411042945	0.3438855489
615	0.8411042945	0.3438293272
616	0.8412576687	0.3437538304
617	0.8412576687	0.3436512998
618	0.8412576687	0.3435437941
619	0.8412576687	0.3434842302
620	0.8412576687	0.343368427
621	0.8414110429	0.3433230498
622	0.8414110429	0.3432157619
623	0.8414110429	0.34314433
624	0.8414110429	0.3430211052
625	0.8414110429	0.3429309714
626	0.8414110429	0.3428543051
627	0.8412576687	0.3427376051
628	0.8412576687	0.3426507888
629	0.8412576687	0.3425731459
630	0.8412576687	0.3424752058
631	0.8412576687	0.3424218454
632	0.8412576687	0.3423515391
633	0.8412576687	0.3422957351
634	0.8412576687	0.3422403904
635	0.8412576687	0.342153819
636	0.8412576687	0.3420945514
637	0.8412576687	0.3420375262
638	0.8415644172	0.3418840078
639	0.8417177914	0.341787009
640	0.8417177914	0.341684091
641	0.8414110429	0.3415918302
642	0.8415644172	0.3414584971
643	0.8415644172	0.3413838037
644	0.8415644172	0.3413032714
645	0.8418711656	0.3411695395
646	0.8417177914	0.341105462
647	0.8418711656	0.3410389109
648	0.8418711656	0.3409835086
649	0.8418711656	0.3409089138
650	0.8417177914	0.3407677853
651	0.8417177914	0.3406515369
652	0.8417177914	0.3405932482
653	0.8417177914	0.3405101582
654	0.8417177914	0.3404071348
655	0.8418711656	0.3403325643
656	0.8418711656	0.3402248067
657	0.8418711656	0.3401864522
658	0.8421779141	0.3400367456
659	0.8420245399	0.3399065929
660	0.8421779141	0.3398228365
661	0.8421779141	0.3396924578
662	0.8421779141	0.339638722
663	0.8418711656	0.3395166921
664	0.8420245399	0.339411312
665	0.8420245399	0.3392957305
666	0.8415644172	0.3392093876
667	0.8417177914	0.3390918579
668	0.8421779141	0.338995871
669	0.8418711656	0.338871226
670	0.8420245399	0.338737136
671	0.8421779141	0.3386375647
672	0.8420245399	0.3385465739
673	0.8418711656	0.3384643496
674	0.8420245399	0.3383657874
675	0.8421779141	0.3382944063
676	0.8423312883	0.3382106602
677	0.8423312883	0.3381166931
678	0.8423312883	0.3380118581
679	0.8421779141	0.337892152
680	0.8421779141	0.3378257716
681	0.8421779141	0.3377493679
682	0.8421779141	0.3376747716
683	0.8424846626	0.3375409028
684	0.8424846626	0.3374706645
685	0.8424846626	0.3373889785
686	0.8423312883	0.3372885321
687	0.8423312883	0.3372310872
688	0.8426380368	0.3371462231
689	0.8424846626	0.3370881716
690	0.842791411	0.3370141245
691	0.8423312883	0.3368975189
692	0.8423312883	0.3368123398
693	0.8424846626	0.3367242754
694	0.8424846626	0.3366667846
695	0.8423312883	0.3366047901
696	0.8423312883	0.3365450986
697	0.8423312883	0.336482646
698	0.8424846626	0.3363960213
699	0.8424846626	0.3363527474
700	0.8424846626	0.3362685272
701	0.8423312883	0.3361712573
702	0.8423312883	0.3361216564
703	0.8424846626	0.336057085
704	0.8424846626	0.3359922423
705	0.8424846626	0.3359407723
706	0.842791411	0.335887642
707	0.8429447853	0.335739302
708	0.8432515337	0.3356663262
709	0.8443251534	0.3355640666
710	0.8443251534	0.3354972484
711	0.8446319018	0.3353682309
712	0.8444785276	0.3352405799
713	0.8444785276	0.3351808522
714	0.8444785276	0.3350965411
715	0.8444785276	0.3350065635
716	0.8444785276	0.3349467677
717	0.8446319018	0.3348824602
718	0.8446319018	0.3347842075
719	0.8446319018	0.3347365851
720	0.8446319018	0.3346834599
721	0.8443251534	0.3345645427
722	0.8446319018	0.3344544377
723	0.8446319018	0.334381004
724	0.8444785276	0.3343238151
725	0.8444785276	0.334227815
726	0.8443251534	0.3341590494
727	0.8443251534	0.3340995766
728	0.8441717791	0.3340203549
729	0.8444785276	0.3339359984
730	0.8447852761	0.3338817461
731	0.8452453988	0.3337817938
732	0.8455521472	0.3336928297
733	0.8455521472	0.3336184931
734	0.845398773	0.333545193
735	0.8452453988	0.3334683899
736	0.8452453988	0.3334082075
737	0.8449386503	0.333306931
738	0.8449386503	0.3332309095
739	0.8455521472	0.333158355
740	0.845398773	0.3330913598
741	0.845398773	0.3330347393
742	0.8455521472	0.3329783779
743	0.845398773	0.3329296591
744	0.8452453988	0.332849049
745	0.845398773	0.3327465214
746	0.845398773	0.3326829417
747	0.845398773	0.3326078796
748	0.8455521472	0.3325453245
749	0.8457055215	0.3324897371
750	0.8458588957	0.3324083991
751	0.8457055215	0.3323578223
752	0.8460122699	0.3322364595
753	0.8463190184	0.3321850638
754	0.8461656442	0.3321388449
755	0.8469325153	0.3320333557
756	0.8470858896	0.3319887546
757	0.8469325153	0.3318624974
758	0.8466257669	0.3317895349
759	0.8466257669	0.3317444544
760	0.8466257669	0.3316821299
761	0.8469325153	0.3316074879
762	0.8469325153	0.3315689336
763	0.8467791411	0.3314780868
764	0.8469325153	0.3314128299
765	0.8469325153	0.3313716868
766	0.8469325153	0.331306126
767	0.8470858896	0.331260829
768	0.8469325153	0.3311327663
769	0.8469325153	0.3310461893
770	0.8467791411	0.3309888659
771	0.8470858896	0.3309070476
772	0.847392638	0.330797995
773	0.847392638	0.3307579013
774	0.8470858896	0.3306436088
775	0.8472392638	0.3305778408
776	0.8472392638	0.3305227661
777	0.8472392638	0.3304415888
778	0.8472392638	0.3303634726
779	0.847392638	0.330256494
780	0.8476993865	0.3301506233
781	0.848006135	0.3300651186
782	0.8475460123	0.3299728452
783	0.848006135	0.3299080934
784	0.848006135	0.3297965544
785	0.8481595092	0.3297414266
786	0.8481595092	0.3297041587
787	0.8481595092	0.3296479654
788	0.8483128834	0.3295632345
789	0.8484662577	0.3294874434
790	0.8486196319	0.3294151735
791	0.8486196319	0.3293202931
792	0.8486196319	0.32924194
793	0.8486196319	0.3291493644
794	0.8486196319	0.3290898953
795	0.8483128834	0.3290367673
796	0.8486196319	0.3289934334
797	0.8483128834	0.3289357398
798	0.8484662577	0.3288279302
799	0.8483128834	0.3287626586
800	0.8481595092	0.3286272398
801	0.8481595092	0.3285852472
802	0.8483128834	0.3285359448
803	0.8487730061	0.3284569337
804	0.8486196319	0.3283834137
805	0.8484662577	0.3283274262
806	0.8486196319	0.3282529796
807	0.8486196319	0.3281927041
808	0.8486196319	0.3281323132
809	0.8487730061	0.3280591818
810	0.8489263804	0.3279416361
811	0.8484662577	0.3278352402
812	0.8484662577	0.3277379005
813	0.8484662577	0.3276573293
814	0.8486196319	0.3275837857
815	0.8487730061	0.3274953229
816	0.8490797546	0.3274061099
817	0.8490797546	0.3273351645
818	0.8492331288	0.3272662267
819	0.8490797546	0.3272199878
820	0.8490797546	0.3271430802
821	0.8490797546	0.3270918173
822	0.8490797546	0.3269893677
823	0.8489263804	0.326933545
824	0.8490797546	0.3268332121
825	0.8489263804	0.3267467643
826	0.8490797546	0.3267064624
827	0.8490797546	0.3266729204
828	0.8493865031	0.3265844625
829	0.8492331288	0.3265232376
830	0.8493865031	0.3264704679
831	0.8492331288	0.3264233519
832	0.8489263804	0.32634457
833	0.8489263804	0.3262692218
834	0.8492331288	0.3261974743
835	0.8495398773	0.3261614682
836	0.8493865031	0.3261097058
837	0.8493865031	0.3260070545
838	0.8495398773	0.3259466259
839	0.8495398773	0.3258531952
840	0.8495398773	0.3257868219
841	0.8493865031	0.3256646095
842	0.8493865031	0.3255864581
843	0.8495398773	0.3255272851
844	0.8495398773	0.3254709002
845	0.8495398773	0.3254207639
846	0.8493865031	0.3253776795
847	0.8493865031	0.3253247533
848	0.8489263804	0.3251710227
849	0.8487730061	0.3251338501
850	0.8487730061	0.3250486227
851	0.8486196319	0.3249287078
852	0.8486196319	0.3248581112
853	0.8489263804	0.3247938268
854	0.8490797546	0.324744067
855	0.8492331288	0.3246513565
856	0.8492331288	0.3245889708
857	0.8490797546	0.3244867176
858	0.8492331288	0.3243623493
859	0.8490797546	0.3242644423
860	0.8490797546	0.324231313
861	0.8490797546	0.3241381158
862	0.8490797546	0.3240828106
863	0.8492331288	0.323981002
864	0.8495398773	0.3239440914
865	0.8495398773	0.3237917278
866	0.8493865031	0.3237306514
867	0.8493865031	0.3236780764
868	0.8493865031	0.3235626394
869	0.8493865031	0.323459514
870	0.8493865031	0.3234101956
871	0.8493865031	0.3233710283
872	0.8493865031	0.323324618
873	0.8493865031	0.3232630794
874	0.8495398773	0.3231857258
875	0.8493865031	0.3230965214
876	0.8498466258	0.3230257485
877	0.8498466258	0.3229488867
878	0.8498466258	0.3228991161
879	0.8498466258	0.3228449607
880	0.85	0.3227288975
881	0.85	0.3226971789
882	0.85	0.3226508396
883	0.8501533742	0.3225758408
884	0.8501533742	0.3225061656
885	0.8501533742	0.322405938
