iter	Accuracy	Logloss
886	0.8501533742	0.3223599249
887	0.8504601227	0.3222505258
888	0.8509202454	0.3221130184
889	0.8509202454	0.3220281179
890	0.8510736196	0.321966669
891	0.8507668712	0.3219071908
892	0.8509202454	0.3217987335
893	0.8507668712	0.321725747
894	0.8507668712	0.3216406581
895	0.8510736196	0.3215486291
896	0.8512269939	0.3214974964
897	0.8510736196	0.3214401321
898	0.8510736196	0.321396641
899	0.8507668712	0.3212939303
900	0.8506134969	0.3212265371
901	0.8506134969	0.3211975091
902	0.8507668712	0.3211414796
903	0.8507668712	0.321074472
904	0.8507668712	0.3210293949
905	0.8509202454	0.3209411184
906	0.8510736196	0.320891203
907	0.8510736196	0.3208253821
908	0.8510736196	0.3207638608
909	0.8510736196	0.3206757799
910	0.8512269939	0.3205877454
911	0.8518404908	0.3205011828
912	0.8515337423	0.3204357417
913	0.8512269939	0.3203027305
914	0.8512269939	0.3202392701
915	0.8512269939	0.320147629
916	0.8513803681	0.3200851375
917	0.8513803681	0.3200347928
918	0.8513803681	0.319968901
919	0.8516871166	0.3198608945
920	0.8518404908	0.3197547963
921	0.8518404908	0.3197182485
922	0.851993865	0.3196304102
923	0.8523006135	0.3195444837
924	0.852607362	0.3194869143
925	0.852607362	0.3194518387
926	0.852607362	0.319414903
927	0.852607362	0.3193701704
928	0.8524539877	0.3193047529
929	0.8523006135	0.319220189
930	0.8527607362	0.3191097046
931	0.8524539877	0.3190647216
932	0.852607362	0.318984611
933	0.852607362	0.3188882039
934	0.852607362	0.3188431315
935	0.8527607362	0.3187806431
936	0.8527607362	0.3187228132
937	0.8529141104	0.3186710216
938	0.852607362	0.3186080469
939	0.852607362	0.3185205802
940	0.852607362	0.3184450414
941	0.852607362	0.3183676176
942	0.8529141104	0.3183109813
943	0.8527607362	0.3182137567
944	0.8529141104	0.3181734177
945	0.8529141104	0.3181160724
946	0.8529141104	0.3180565716
947	0.8529141104	0.3179738359
948	0.8529141104	0.3178796286
949	0.8530674847	0.317818356
950	0.8530674847	0.3177598096
951	0.8529141104	0.3176703449
952	0.8529141104	0.3176177994
953	0.8529141104	0.3175225275
954	0.8530674847	0.3174854647
955	0.8530674847	0.3174078964
956	0.8530674847	0.3173495891
957955	0.8581288344	0.31293860958956	0.8582822086	0.3128684462
957	0.8582822086	0.3127826534
958	0.8582822086	0.312710897
959	0.8582822086	0.3126127752
960	0.8585889571	0.3125437293
961	0.8587423313	0.3124561787
962	0.8585889571	0.3123749587
963	0.8585889571	0.3123142041
964	0.8588957055	0.3122562663
965	0.8587423313	0.3121973341
966	0.8590490798	0.312093535
967	0.8595092025	0.3120202974
968	0.8593558282	0.3119426749
969	0.859202454	0.3118646879
970	0.859202454	0.3117933097
971	0.8593558282	0.311727049
972	0.859202454	0.3115971699
973	0.8593558282	0.3115313471
974	0.8593558282	0.311474672
975	0.8593558282	0.311403529
976	0.8593558282	0.3113220149
977	0.8593558282	0.3112772465
978	0.8593558282	0.3111867089
979	0.8595092025	0.3111285719
980	0.8595092025	0.3110724625
981	0.8595092025	0.3109904722
982	0.8595092025	0.3109354196
983	0.8595092025	0.3108754544
984	0.8596625767	0.3107880829
985	0.8598159509	0.3107050999
986	0.8601226994	0.3106666979
987	0.8599693252	0.3105859426
988	0.8599693252	0.3105101942
989	0.8599693252	0.3104335802
990	0.8602760736	0.3103577092
991	0.8601226994	0.3102925585
992	0.8598159509	0.3102236581
993	0.8595092025	0.3101634972
994	0.8596625767	0.3101238256
995	0.8596625767	0.3100391873
996	0.8598159509	0.3099654435
997	0.8598159509	0.3099315347
998	0.8599693252	0.3098670044
999	0.8599693252	0.3098025331
1000	0.8598159509	0.3097454641
1001	0.8598159509	0.309691482
1002	0.8596625767	0.3096301769
1003	0.8596625767	0.3095558282
1004	0.8599693252	0.3094983064
1005	0.8598159509	0.309449428
1006	0.8598159509	0.3094157299
1007	0.8598159509	0.3093669329
1008	0.8598159509	0.3093237593
1009	0.8601226994	0.3092268678
1010	0.8601226994	0.3091789241
1011	0.8601226994	0.3091256501
1012	0.8602760736	0.3090588499
1013	0.8601226994	0.3090239286
1014	0.8601226994	0.3089732635
1015	0.8601226994	0.3089256968
1016	0.8601226994	0.3088352343
1017	0.8601226994	0.3087797181
1018	0.8601226994	0.3087480678
1019	0.8601226994	0.3086698856
1020	0.8601226994	0.3085972348
1021	0.8602760736	0.3084912244
1022	0.8602760736	0.3083846372
1023	0.8605828221	0.308317873
1024	0.8605828221	0.3082379992
1025	0.8605828221	0.3081916143
1026	0.8607361963	0.3080816929
1027	0.8607361963	0.3080500745
1028	0.8607361963	0.3079633197
1029	0.8607361963	0.3079215827
1030	0.8607361963	0.3078812016
1031	0.8607361963	0.3078102944
1032	0.8607361963	0.3077648103
1033	0.8607361963	0.3077293009
1034	0.8608895706	0.3076385565
1035	0.8610429448	0.3075807924
1036	0.861196319	0.3075356914
1037	0.8610429448	0.3074594863
1038	0.8608895706	0.3073782662
1039	0.8608895706	0.3072459976
1040	0.8608895706	0.3072108028
1041	0.861196319	0.3071753657
1042	0.8610429448	0.3070750812
1043	0.8610429448	0.3070154593
1044	0.861196319	0.3069452576
1045	0.861196319	0.3068978599
1046	0.861196319	0.3068100623
1047	0.8613496933	0.3067538346
1048	0.8613496933	0.3067162777
1049	0.8615030675	0.3066237254
1050	0.8613496933	0.3065722025
1051	0.8615030675	0.3065180394
1052	0.8616564417	0.3064357
1053	0.8616564417	0.3063582884
1054	0.8616564417	0.3063121107
1055	0.861809816	0.3062820047
1056	0.861809816	0.3062256861
1057	0.861809816	0.3061404996
1058	0.8616564417	0.3060724825
1059	0.8619631902	0.3060056151
1060	0.861809816	0.305957344
1061	0.8619631902	0.3058454488
1062	0.8621165644	0.3057690116
1063	0.8621165644	1064	0.8688441064	0.8621165644	1065	0.8688441065	0.861809816	01066	0.868691066	0.8619631902	01067	0.868991067	0.8621165644	01068	0.869151068	0.8621165644	01069	0.869151069	0.8624233129	01070	0.869151070	0.8624233129	01071	0.869151071	0.8624233129	01072	0.8691517104	0.2971554487
1073	0.8691073	0.8627300613	0.31074	0.8693051081	0.2970402706
1075	0.8693051081	0.2969378043
1076	0.8693051081	0.2969029939
1077	0.8694585059	0.2968441799
1078	0.8694585059	0.2967924515
1079	0.8694585059	0.2967503551
1080	0.8694585059	0.2966879095
1081	0.8694585059	0.2966397758
1082	0.8694585059	0.2965790083
1083	0.8693051081	0.2964851274
1084	0.8693051081	0.2964516201
1085	0.8691517104	0.2963998374
1086	0.8693051081	0.2963600929
1087	0.8693051081	0.2963252478
1088	0.8696119037	0.2962780573
1089	0.8696119037	0.2961954062
1090	0.8694585059	0.2961320993
1091	0.8694585059	0.2960644098
1092	0.8694585059	0.2960184637
1093	0.8694585059	0.2959833756
1094	0.8699186992	0.2959280484
1095	0.8697653014	0.2958815351
1096	0.8699186992	0.2958050552
1097	0.8697653014	0.2957674733
1098	0.8699186992	0.2957186048
1099	0.8705322902	0.295625292
1100	0.8705322902	0.2955931505
1101	0.870685688	0.2955184195
1102	0.8705322902	0.2954763014
1103	0.8703788925	0.295388749
1104	0.8705322902	0.2953233396
1105	0.8708390857	0.2952166619
1106	0.8705322902	0.2951729512
1107	0.870685688	0.2951285756
1108	0.8708390857	0.2950437088
1109	0.870685688	0.294919727
1110	0.870685688	0.2948695968
1111	0.870685688	0.2948033302
1112	0.8708390857	0.2947466096
1113	0.8708390857	0.2947093579
1114	0.8705322902	0.2946443269
1115	0.8708390857	0.2945617302
1116	0.8708390857	0.2944920655
1117	0.8709924835	0.294452424
1118	0.8709924835	0.2944214854
1119	0.8709924835	0.2943796881
1120	0.8709924835	0.2942568652
1121	0.8709924835	0.2941945181
1122	0.8709924835	0.2941545789
1123	0.8709924835	0.2940954573
1124	0.8709924835	0.2940303085
1125	0.8709924835	0.293979289
1126	0.8709924835	0.2939464387
1127	0.8711458813	0.2938644378
1128	0.8711458813	0.293765771
1129	0.8711458813	0.2937116032
1130	0.8709924835	0.2936354242
1131	0.8709924835	0.2935802159
1132	0.871299279	0.2934974004
1133	0.8714526768	0.2934473744
1134	0.8714526768	0.2934114751
1135	0.8711458813	0.2933280332
1136	0.8711458813	0.2932740946
1137	0.8714526768	0.2932113269
1138	0.8716060746	0.2931633565
1139	0.8716060746	0.2931077706
1140	0.8716060746	0.2930539618
1141	0.8716060746	0.2929635797
1142	0.8717594723	0.29290501
1143	0.8719128701	0.2928083154
1144	0.8717594723	0.2927686272
1145	0.8717594723	0.2927183612
1146	0.8717594723	0.2926264722
1147	0.8720662678	0.2925727633
1148	0.8722196656	0.2925119873
1149	0.8722196656	0.2924534857
1150	0.8722196656	0.2924030643
1151	0.8722196656	0.2923511903
1152	0.8722196656	0.2922972738
1153	0.8723730634	0.292206767
1154	0.8723730634	0.2921665949
1155	0.8722196656	0.2921117191
1156	0.8723730634	0.2920765596
1157	0.8723730634	0.29201501
1158	0.8722196656	0.2919616631
1159	0.8722196656	0.2918973398
1160	0.8723730634	0.291859614
1161	0.8723730634	0.2918169383
1162	0.8723730634	0.2917495607
1163	0.8722196656	0.2917092819
1164	0.8722196656	0.2916650523
1165	0.8722196656	0.2916414707
1166	0.8722196656	0.2915293179
1167	0.8723730634	0.2914459403
1168	0.8725264611	0.291371482
1169	0.8725264611	0.2913231579
1170	0.8725264611	0.291254559
1171	0.8725264611	0.2912258396
1172	0.8725264611	0.2911780803
1173	0.8725264611	0.2911097834
1174	0.8725264611	0.2910618656
1175	0.8729866544	0.2909986224
1176	0.8729866544	0.2909148349
1177	0.8729866544	0.290838853
1178	0.8729866544	0.2907980909
1179	0.8729866544	0.2907591215
1180	0.8731400522	0.2906954861
1181	0.8731400522	0.2906562829
1182	0.8731400522	0.2906066233
1183	0.8731400522	0.2905716801
1184	0.8731400522	0.2905161333
1185	0.8731400522	0.2904780137
1186	0.8731400522	0.2904227703
1187	0.8731400522	0.290340486
1188	0.8731400522	0.2902968809
1189	0.8731400522	0.2902687748
1190	0.8731400522	0.2902228422
1191	0.8731400522	0.2901660166
1192	0.8731400522	0.2900960109
1193	0.8732934499	0.2900211704
1194	0.8732934499	0.2899735795
1195	0.8732934499	0.2899120579
1196	0.8732934499	0.2898207166
1197	0.8732934499	0.2897632643
1198	0.8732934499	0.2897367785
1199	0.8731400522	0.2896242823
1200	0.8731400522	0.2895760648
1201	0.8732934499	0.2895139875
1202	0.8732934499	0.2894695407
1203	0.8734468477	0.289420625
1204	0.8734468477	0.2893698503
1205	0.8734468477	0.2893116164
1206	0.8734468477	0.2892656595
1207	0.8737536432	0.2892055934
1208	0.8736002454	0.2891644207
1209	0.8736002454	0.2891050915
1210	0.8736002454	0.2890504084
1211	0.8736002454	0.2890179465
1212	0.8734468477	0.2889904769
1213	0.8734468477	0.2889527429
1214	0.8736002454	0.2889155856
1215	0.8734468477	0.2888192006
1216	0.8734468477	0.2887750939
1217	0.8736002454	0.2887189221
1218	0.8737536432	0.2886948185
1219	0.8734468477	0.2886334713
1220	0.8737536432	0.2885856761
1221	0.8734468477	0.2885003188
1222	0.8734468477	0.2884329958
1223	0.8736002454	0.288373529
1224	0.8736002454	0.2883221362
1225	0.8737536432	0.2882480695
1226	0.8737536432	0.2882104448
1227	0.8737536432	0.2881385893
1228	0.873907041	0.2880827028
1229	0.8740604387	0.2880289792
1230	0.8743672342	0.2879598734
1231	0.874520632	0.2879119507
1232	0.874520632	0.2878306584
1233	0.8746740298	0.2877316304
1234	0.8746740298	0.2877016595
1235	0.8746740298	0.2876610141
1236	0.8746740298	0.287630794
1237	0.8748274275	0.2875660375
1238	0.8748274275	0.2875064053
1239	0.8748274275	0.287449417
1240	0.8748274275	0.2874071901
1241	0.8748274275	0.2873248222
1242	0.8748274275	0.287279776
1243	0.8746740298	0.2872341678
1244	0.8746740298	0.2871866761
1245	0.874520632	0.2871352606
1246	0.874520632	0.2870880944
1247	0.8746740298	0.2870288599
1248	0.8746740298	0.2869606999
1249	0.874520632	0.2869181065
1250	0.8748274275	0.2868649765
1251	0.8748274275	0.2868137737
1252	0.8748274275	0.2867481878
1253	0.8748274275	0.2866964115
1254	0.8749808253	0.2866092095
1255	0.875134223	0.2865619639
1256	0.8754410186	0.2864948036
1257	0.8754410186	0.2864581558
1258	0.8754410186	0.2864179081
1259	0.8755944163	0.2863352584
1260	0.8752876208	0.2862569249
1261	0.8755944163	0.2861584813
1262	0.8759012118	0.2861128974
1263	0.8755944163	0.2860676045
1264	0.8755944163	0.2859720296
1265	0.8755944163	0.2859016667
1266	0.8755944163	0.2858447526
1267	0.8755944163	0.2858004799
1268	0.8757478141	0.2857311286
1269	0.8754410186	0.2856438646
1270	0.8755944163	0.2855621804
1271	0.8755944163	0.2855106801
1272	0.8755944163	0.2854292152
1273	0.8755944163	0.2853063969
1274	0.8757478141	0.2852556975
1275	0.8759012118	0.285198893
1276	0.8757478141	0.2851536604
1277	0.8757478141	0.2851045714
1278	0.8757478141	0.2850481569
1279	0.8755944163	0.2849493764
1280	0.8757478141	0.2849149302
1281	0.8757478141	0.2848805796
1282	0.8759012118	0.2848490192
1283	0.8759012118	0.2848003381
1284	0.8760546096	0.2847536913
1285	0.8760546096	0.2846905891
1286	0.8765148029	0.2846002044
1287	0.8763614051	0.2845256411
1288	0.8760546096	0.2844706131
1289	0.8760546096	0.2844263777
1290	0.8760546096	0.2843925761
1291	0.8760546096	0.2843491191
1292	0.8763614051	0.2842592068
1293	0.8762080074	0.2841656318
1294	0.8762080074	0.2840622038
1295	0.8762080074	0.2839989919
1296	0.8762080074	0.2839670974
1297	0.8763614051	0.2838885676
1298	0.8763614051	0.2838221185
1299	0.8763614051	0.2837849106
1300	0.8763614051	0.2837425794
1301	0.8765148029	0.2836562846
1302	0.8765148029	0.2836174461
1303	0.8765148029	0.2835710721
1304	0.8765148029	0.2835423612
1305	0.8769749962	0.2834441613
1306	0.8769749962	0.2833736301
1307	0.8769749962	0.2833467663
1308	0.8769749962	0.2832891785
1309	0.8768215984	0.2832265092
1310	0.8768215984	0.2831738288
1311	0.8768215984	0.2830748573
1312	0.8768215984	0.2829973515
1313	0.8768215984	0.2828840163
1314	0.8768215984	0.2828487918
1315	0.8768215984	0.2828246979
1316	0.8768215984	0.282787919
1317	0.8769749962	0.2827522213
1318	0.8769749962	0.2826916006
1319	0.8771283939	0.2826627522
1320	0.8771283939	0.2826206778
1321	0.8772817917	0.2825694306
1322	0.8768215984	0.2825199852
1323	0.8769749962	0.2824713255
1324	0.8774351894	0.2824224399
1325	0.8774351894	0.282383293
1326	0.8774351894	0.2823134006
1327	0.8775885872	0.2822099803
1328	0.8775885872	0.2821580228
1329	0.8775885872	0.2821029364
1330	0.877741985	0.2820466813
1331	0.877741985	0.2819746694
1332	0.8778953827	0.2818982086
1333	0.878355576	0.2818593686
1334	0.878355576	0.2817942454
1335	0.8786623715	0.2817331534
1336	0.8786623715	0.2816825874
1337	0.8786623715	0.2816399485
1338	0.8786623715	0.281607396
1339	0.8786623715	0.2815819046
1340	0.8786623715	0.2814737667
1341	0.8788157693	0.2813649215
1342	0.8788157693	0.2812939725
1343	0.8788157693	0.281243057
1344	0.8788157693	0.2811830071
1345	0.8788157693	0.2811418821
1346	0.8789691671	0.2811121319
1347	0.8789691671	0.2810757179
1348	0.8791225648	0.281046361
1349	0.8791225648	0.2809419241
1350	0.8792759626	0.2808795639
1351	0.8792759626	0.2808564137
1352	0.8792759626	0.280826473
1353	0.8794293603	0.2807701396
1354	0.8794293603	0.2807149523
1355	0.8795827581	0.2806903682
1356	0.8795827581	0.280646853
1357	0.8795827581	0.2806125122
1358	0.8795827581	0.280571031
1359	0.8794293603	0.2805114408
1360	0.8794293603	0.2804395331
1361	0.8794293603	0.2804166101
1362	0.8792759626	0.2803715415
1363	0.8794293603	0.2803348203
1364	0.8795827581	0.2802921071
1365	0.8792759626	0.2802436531
1366	0.8792759626	0.2801826616
1367	0.8792759626	0.2801242902
1368	0.8792759626	0.2800596702
1369	0.8794293603	0.2799807281
1370	0.8794293603	0.2799083416
1371	0.8794293603	0.2798508779
1372	0.8794293603	0.2797759004
1373	0.8801963491	0.2796875786
1374	0.8798895536	0.2796337202
1375	0.8800429514	0.2795865947
1376	0.8800429514	0.2795548379
1377	0.8803497469	0.2794828282
1378	0.8803497469	0.2794276546
1379	0.8803497469	0.2793750361
1380	0.8803497469	0.2793330244
1381	0.8806565424	0.2792424869
1382	0.8806565424	0.2791819015
1383	0.8806565424	0.2791304495
1384	0.8808099402	0.2790624031
1385	0.8806565424	0.2790177973
1386	0.8806565424	0.2789723797
1387	0.8809633379	0.2789171604
1388	0.8809633379	0.2788781005
1389	0.8811167357	0.2788280375
1390	0.8811167357	0.2787789624
1391	0.8811167357	0.2787331683
1392	0.8809633379	0.2786787776
1393	0.8811167357	0.2786024623
1394	0.8812701335	0.2785052274
1395	0.8811167357	0.2784469886
1396	0.8812701335	0.2783777925
1397	0.8812701335	0.2783493614
1398	0.8818837245	0.2782859142
1399	0.8818837245	0.2782111975
1400	0.8818837245	0.2781733818
1401	0.8818837245	0.2781406544
1402	0.8820371223	0.2781083687
1403	0.8818837245	0.2780203563
1404	0.8818837245	0.2779731208
1405	0.8818837245	0.2779182983
1406	0.8817303267	0.2778710086
1407	0.8818837245	0.2777852787
1408	0.8818837245	0.2777526452
1409	0.8818837245	0.2777158337
1410	0.8817303267	0.2776448211
1411	0.8817303267	0.2776063705
1412	0.8814235312	0.2775236777
1413	0.8814235312	0.2774617359
1414	0.8814235312	0.2774168981
1415	0.881576929	0.2773092872
1416	0.881576929	0.2772851197
1417	0.881576929	0.2772417449
1418	0.8814235312	0.2772079208
1419	0.8814235312	0.277149645
1420	0.881576929	0.2770975016
1421	0.881576929	0.2770583952
1422	0.8814235312	0.2769877498
1423	0.8814235312	0.2769624418
1424	0.8814235312	0.2769166764
1425	0.8812701335	0.2768661699
1426	0.881576929	0.2768020748
1427	0.8814235312	0.2767288074
1428	0.8814235312	0.2766952769
1429	0.881576929	0.2766133024
1430	0.881576929	0.2765760236
1431	0.8817303267	0.2765243861
1432	0.8817303267	0.2764773844
1433	0.881576929	0.2763941223
1434	0.881576929	0.2763326144
1435	0.881576929	0.2763027816
1436	0.8818837245	0.2762429195
1437	0.8818837245	0.2762068909
1438	0.8820371223	0.2761725092
1439	0.8818837245	0.2761223327
1440	0.8820371223	0.276071777
1441	0.8820371223	0.2759989363
1442	0.8820371223	0.2759585735
1443	0.88219052	0.2758946729
1444	0.8820371223	0.2758401869
1445	0.88219052	0.2758002688
1446	0.8823439178	0.2757668564
1447	0.8823439178	0.2757157707
1448	0.88219052	0.275698983
1449	0.8823439178	0.275619133
1450	0.8823439178	0.2755526784
1451	0.88219052	0.2754605885
1452	0.88219052	0.2753918371
1453	0.88219052	0.2753591091
1454	0.88219052	0.2752829667
1455	0.88219052	0.2752476741
1456	0.88219052	0.2751835392
1457	0.88219052	0.2751113577
1458	0.88219052	0.2750405883
1459	0.8823439178	0.2750088926
1460	0.8823439178	0.2749495612
1461	0.8824973155	0.2749085103
1462	0.8824973155	0.2748377258
1463	0.8824973155	0.2748074858
1464	0.8823439178	0.2747519331
1465	0.8823439178	0.2747022021
1466	0.8824973155	0.2746689743
1467	0.8824973155	0.2746133178
1468	0.8824973155	0.27456808
1469	0.8823439178	0.274525938
1470	0.8823439178	0.2744635332
1471	0.8824973155	0.2744095928
1472	0.8826507133	0.2743772201
1473	0.8826507133	0.2743328579
1474	0.8826507133	0.2743145499
1475	0.8824973155	0.2742589371
1476	0.8823439178	0.2742110451
1477	0.8824973155	0.2741620999
1478	0.8824973155	0.2741282382
1479	0.8828041111	0.274078717
1480	0.8828041111	0.2740302614
1481	0.8828041111	0.2739871012
1482	0.8828041111	0.2739574205
1483	0.8828041111	0.2739012003
1484	0.8828041111	0.2738359515
1485	0.8828041111	0.2738044525
1486	0.8829575088	0.2737521839
1487	0.8829575088	0.2736952157
1488	0.8829575088	0.2736539129
1489	0.8828041111	0.273608844
1490	0.8828041111	0.2735743897
1491	0.8828041111	0.2735204094
1492	0.8828041111	0.2734668153
1493	0.8828041111	0.2734381804
1494	0.8829575088	0.2733897924
1495	0.8831109066	0.2733629954
1496	0.8831109066	0.2733256407
1497	0.8831109066	0.2732718505
1498	0.8831109066	0.2732458969
1499	0.8831109066	0.273224156
